host_id,host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count
115939440,Mika,1,2017-07-14,0.04,1
115946844,Kelsey,13,2017-12-30,0.45,1
3558557,Natalie,15,2019-05-12,0.57,1
10160214,Mario,5,2019-06-06,0.5,1
37163867,Mada,18,2019-07-01,0.62,1
81876750,Dan,18,2019-04-28,0.62,1
115993835,Shimin,31,2019-03-10,1.08,5
115567902,Élodie,22,2019-03-22,0.75,1
116056294,Kabak,34,2019-07-06,1.17,1
6705828,Patricia,0,N/A,0.0,1
261608,Aron,3,2018-10-14,0.1,1
13238971,Adel,5,2018-06-21,0.23,1
116126452,Brian,17,2018-07-09,0.59,1
51706510,Daniella,9,2017-05-08,0.31,1
6489574,Wilson,31,2019-06-30,1.14,1
11638358,Jeremy,77,2019-06-16,2.66,2
26561588,Tyler,1,2017-02-20,0.03,1
116268542,Sunshine,98,2019-06-25,3.4,1
3726590,Carolyn Li Ming,6,2019-05-02,0.21,1
12334470,Rebecca,8,2018-01-02,0.33,1
2158706,James,11,2017-08-11,0.4,1
26899015,Daniel,0,N/A,0.0,1
40032009,Arianna,2,2017-03-14,0.07,2
112261228,Yuval,72,2019-06-29,2.54,1
48076117,Shelley,213,2019-06-30,7.71,2
4454849,Chase,0,N/A,0.0,1
115259709,Paul,59,2019-06-25,2.21,1
7889472,Jose Luis,14,2018-04-30,0.49,1
116333529,Gina,0,N/A,0.0,1
116365995,Dan,31,2019-07-04,1.21,2
116396065,Amy,101,2019-07-06,3.53,1
116404073,Sheila,240,2019-07-07,9.66,2
29893723,Sam,5,2017-05-11,0.18,1
95341719,Estie,23,2019-07-04,0.83,3
6396827,Gyaltsen Benita,18,2017-11-20,0.64,1
40821640,Alina,0,N/A,0.0,1
116427778,Mel,35,2018-07-30,1.22,1
114890218,Marc,20,2019-03-27,0.71,1
57655724,Kay,64,2019-06-16,2.36,1
8833885,Leslie,91,2019-06-27,3.35,2
5130754,Patrick,3,2019-06-15,0.2,1
11661027,Jennifer,16,2019-05-05,0.57,1
29339405,Haydee,3,2017-07-18,0.12,1
7384312,Jackie,67,2019-06-23,2.46,1
15999314,Stephanie,0,N/A,0.0,1
1409823,Fernando,16,2019-05-28,0.58,1
59794802,Lilian,0,N/A,0.0,1
3407346,Anna,28,2019-04-30,1.03,1
40741349,Mitsue,3,2018-07-01,0.21,1
1432946,Marcella & Saidat,179,2019-07-03,6.17,3
6807898,Sam,7,2019-06-23,0.24,1
126718,Alejandro,1,2017-06-25,0.04,1
55198931,Monica & Robin,12,2017-10-03,0.44,1
17518837,Anna Marie,1,2017-02-21,0.03,1
50153931,Jaclyn,0,N/A,0.0,1
2168789,Kimberly,15,2019-06-21,0.54,1
116709076,Jay,47,2019-04-09,1.86,1
32694917,Teresa,24,2019-07-06,1.43,1
89241337,Amy,0,N/A,0.0,1
4428742,Banu,2,2017-06-11,0.07,1
78866824,Ria,16,2018-07-26,0.56,1
46493114,Cely,34,2019-06-20,1.23,1
4680813,Gaia,12,2019-05-31,0.42,1
9152821,Jazmine,0,N/A,0.0,1
1267985,Thea,1,2017-02-25,0.03,1
31857792,Marija,8,2019-06-03,0.29,1
116854478,Travis,0,N/A,0.0,1
116870039,Jj,72,2019-06-21,2.55,1
116881616,June,17,2019-06-07,0.65,2
116889152,BeautifulHarlem,145,2019-06-23,5.0,2
116871769,Paige,55,2019-06-30,2.01,1
104235754,Blessing,27,2019-07-06,0.98,1
63771415,Annie,35,2019-06-16,1.22,1
54001762,Faye,2,2017-06-16,0.08,1
3782666,Lev,0,N/A,0.0,1
116992515,Palma,28,2019-06-17,1.03,1
114075917,Dane,1,2017-11-12,0.05,1
10291534,Cat,63,2019-06-27,2.29,1
117108525,Sen,72,2019-06-24,2.98,2
115854410,Michelle,116,2019-06-21,4.03,1
42024722,Daniel,77,2019-07-07,2.73,2
12501130,Phuong,106,2019-06-16,3.72,1
108982711,Diana,70,2019-07-01,2.64,1
2450673,Christopher,4,2018-01-07,0.14,1
40313256,Joey,0,N/A,0.0,1
65232368,Adisson,49,2019-06-30,1.7,1
1789596,Cris,10,2019-01-03,0.36,1
24878388,Johanna,1,2017-08-22,0.04,2
16328732,Wenli,9,2017-08-27,0.32,1
3537298,Rachel,3,2017-05-27,0.11,1
40426686,Amin,0,N/A,0.0,1
117347203,Peggy,69,2019-06-26,2.44,1
40438814,Francesco,31,2019-01-13,1.08,1
103960,Nicolle,35,2017-12-09,1.24,1
572879,Ivan,128,2019-06-17,4.52,1
11196496,Amílcar,127,2019-06-30,4.45,1
112910861,Francisca,61,2019-06-06,2.12,2
117365574,Maria,147,2019-06-23,5.08,5
16066047,Allegra,12,2019-06-28,0.47,1
8140134,Brad,2,2017-12-27,0.1,1
1339545,Nina & Keith,125,2019-06-25,4.51,2
117399779,Cacho,5,2017-10-08,0.18,1
42864513,Bradford,69,2019-06-13,2.4,1
15034908,Trendi,84,2019-06-16,2.92,2
25270209,Robinette,3,2017-03-01,0.1,1
1012628,Elizabeth,0,N/A,0.0,1
43682230,Eric,2,2017-09-22,0.09,1
108621536,Annabelle,2,2017-09-18,0.08,1
115827173,David,6,2019-06-01,0.29,2
34474212,Vinit,93,2019-06-23,3.38,1
117492425,Dine,96,2019-07-01,3.42,6
117498033,Luciana,0,N/A,0.0,1
117507630,Faith,55,2019-06-26,2.06,2
40549648,Luiza,23,2019-05-31,0.83,2
117521391,Cassia,33,2019-05-06,1.18,1
1450005,Michael,2,2017-05-07,0.07,1
20659301,Helen,7,2019-06-30,0.27,1
99556266,Mariano,37,2018-08-03,1.33,2
52132241,Pearl,53,2019-06-02,2.3,1
20410925,Leyla,30,2019-06-28,1.08,1
71482332,Jacob,31,2019-01-03,1.12,1
117685023,Camilo,3,2017-07-31,0.11,1
39731713,Polina,0,N/A,0.0,1
117699517,Leo & Family,2,2018-12-13,0.09,1
117742969,Doretha,6,2019-06-09,0.93,1
9558820,Diana,7,2018-07-19,0.26,1
21697069,Kelly,5,2017-04-12,0.18,1
110858930,Cordelia,65,2019-06-26,2.33,1
76186812,Ula,8,2019-05-29,1.31,2
25426687,Cathy,45,2019-07-06,1.65,1
16145840,Nick,21,2019-05-21,1.14,2
13392996,Susan,75,2019-06-17,2.64,1
59900881,Yessenia,37,2019-01-02,1.42,1
117922187,Lei,0,N/A,0.0,1
117932348,Deborah,25,2019-07-05,1.06,2
29655230,Josh,11,2017-09-30,0.39,1
117930151,Feather Factory Hotel,35,2019-05-27,1.23,2
117941939,Daniel,3,2018-04-30,0.11,1
117945802,Shabari,11,2017-07-30,0.39,1
1261480,Diane,13,2018-10-03,0.62,2
117962524,Corley,1,2017-02-25,0.03,1
33511962,Morgan,0,N/A,0.0,1
74104595,Marlene,0,N/A,0.0,1
17687105,Shelby,0,N/A,0.0,1
118084951,Liza,162,2019-06-24,5.7,1
30054890,Gary,4,2019-01-02,0.14,2
118110284,David,3,2019-06-12,0.12,1
28584159,Chelsea,1,2017-03-25,0.04,1
12767750,Juan Pablo,2,2017-10-15,0.07,1
48534640,Sucharita,2,2017-05-07,0.07,1
20851517,Maggie,1,2018-12-17,0.15,3
5635997,Eldad,5,2019-04-24,0.19,1
432867,Bart,16,2018-06-27,0.57,1
118199454,Michael,15,2019-06-16,1.05,1
2610519,Michael,2,2017-03-27,0.07,1
118208750,Stephen,2,2017-06-25,0.08,1
12588825,Kyle,3,2017-11-05,0.11,1
118226205,Sahar,61,2019-06-22,2.14,3
1397707,Jing,9,2019-06-22,0.35,1
4173425,Lin,65,2019-06-09,2.38,1
109773614,Fiz,32,2018-06-10,1.15,1
2522596,Nina,12,2017-08-14,0.42,1
33116792,Sophie,75,2019-07-01,2.7,1
1377444,Kelly,33,2019-06-24,1.19,1
49166783,Dalal,0,N/A,0.0,1
118276455,Eric,5,2019-06-06,0.21,1
12302104,Anna,134,2019-06-07,4.69,2
3637890,Michael,3,2017-05-28,0.11,1
5684780,Mauro,3,2017-03-27,0.11,1
86108833,Jonathan,116,2019-01-28,4.09,1
118378908,Jose,19,2019-05-31,0.72,6
4035291,Lawrence,93,2019-07-05,4.16,1
118341133,Mackenzie,2,2017-03-14,0.07,1
2861103,Sarah,82,2019-05-05,2.95,1
118394855,Sarah,14,2018-07-14,0.49,1
118400082,Jairo,51,2019-06-30,1.9,1
52129673,Christina,17,2018-10-08,1.11,1
1730026,Haifa,3,2019-05-01,0.21,2
105315839,Erroyl,75,2019-06-23,2.66,1
115227524,Pablo,0,N/A,0.0,1
83351115,Samuel,0,N/A,0.0,1
24037775,Karen,0,N/A,0.0,1
118430352,Austin,0,N/A,0.0,1
7275333,Maria,37,2019-06-02,1.39,1
8435480,Matt,115,2019-07-07,4.26,2
775409,John,34,2019-07-05,2.95,1
118539035,Pilar,2,2017-08-13,0.08,1
27522582,Gabriele,0,N/A,0.0,3
118554120,Ken,7,2017-12-29,0.27,1
11968765,Betina,71,2019-06-15,2.54,1
90215210,Lou,37,2019-06-24,1.29,1
15864671,Franc,0,N/A,0.0,1
47735494,Iris,37,2018-04-22,1.3,4
118547015,Jill,16,2018-08-25,0.57,1
114093125,Eileen,65,2019-06-20,2.3,1
1923413,Steven,18,2017-07-31,0.63,1
46599828,Dena,6,2017-07-24,0.23,1
37519641,Ahmed,4,2019-04-11,0.42,1
87889145,Avon,68,2019-07-01,3.5,1
16356565,Shirley,27,2019-06-24,1.25,2
11620529,Grace,2,2017-06-04,0.08,1
53759518,Jackson,0,N/A,0.0,1
1647256,Rebecca,0,N/A,0.0,1
32788186,Alexandra,27,2019-06-30,0.95,1
57050977,Gaël-Etienne,22,2018-09-09,0.78,1
11427289,Ian,1,2017-08-31,0.04,1
971418,Jamiel,73,2019-06-23,2.75,1
118727691,Diane,27,2019-06-30,1.0,1
10896859,Sharon And Dave,70,2019-07-01,2.58,1
118745519,Alonso,67,2019-01-20,2.45,1
96479013,Kian,42,2019-06-02,1.58,3
118753490,Yaodong,5,2017-04-30,0.17,1
1273890,Sergio,7,2019-03-19,0.26,2
114104868,Hao,7,2018-11-03,0.4,1
114463720,Mike,76,2019-06-15,2.69,1
101672721,Telisha,0,N/A,0.0,1
25227079,Daniel,2,2017-04-11,0.07,1
118695056,Cameron & Dione,28,2019-06-09,1.0,2
15730200,Ruishu,1,2019-04-20,0.37,1
13137787,Zack,2,2017-05-29,0.08,1
2054816,Sharron And Lenny,10,2018-07-05,0.36,1
48618586,Evolve,1,2017-08-20,0.04,1
118839909,Evan & Erika,131,2019-07-05,5.23,1
8753629,Brenton,7,2018-09-18,0.27,1
117385673,Danielle,9,2017-10-15,0.32,2
855079,Nicholas,26,2018-12-28,0.91,3
105225699,Serena,75,2019-07-06,3.07,2
78254013,Ana,19,2018-01-04,0.73,1
22607793,Dmitri,10,2018-12-09,0.39,1
118913632,Ye,0,N/A,0.0,1
27624941,Imad,154,2019-07-01,5.42,1
10348014,Sanna,0,N/A,0.0,1
18037301,James,0,N/A,0.0,1
21369808,Niko,3,2017-07-01,0.11,1
7188712,Melissa,4,2018-06-12,0.16,1
7070648,Olga,24,2019-06-23,0.85,1
1704042,Cameron,21,2019-06-14,0.76,1
2063421,Megan,0,N/A,0.0,1
6811053,Blair,1,2017-03-22,0.04,1
40935862,Andrew,6,2017-07-20,0.22,1
13848780,Steven,15,2019-06-09,3.17,1
71126864,Renee,0,N/A,0.0,1
7976263,Amelia,3,2017-04-12,0.11,1
94100043,Mohamed,118,2019-01-03,4.21,2
119027851,Nance,62,2019-06-19,2.19,1
119029523,Ebada,4,2019-06-18,1.9,3
15266675,Reggie,9,2018-06-17,0.33,1
118870308,Laura,2,2017-04-08,0.07,1
117035626,Anelcia Carolle,97,2019-07-03,3.68,1
118270996,Sneha,3,2017-03-18,0.11,1
119125703,Chris,73,2019-07-02,2.64,1
76840423,Kathleen,136,2019-07-07,4.81,1
5817532,Christy,7,2019-01-03,0.36,1
33955029,Orin,15,2018-12-31,0.54,1
3650456,Louizos Alexandros,12,2017-11-01,0.42,1
5524401,Nicole,21,2019-04-28,0.75,1
1659170,Kilian,6,2017-12-31,0.22,1
43685722,Gregor,16,2019-06-07,0.59,1
119173203,Maya,17,2018-05-13,0.97,1
15219324,Diana,0,N/A,0.0,1
119190733,Sharon,1,2017-04-01,0.04,1
66519807,Jing,0,N/A,0.0,1
117851567,Yuedi,0,N/A,0.0,1
14759473,Edith,25,2019-05-19,0.88,1
3095778,Henrik,11,2019-01-17,0.39,1
42555896,Yolanda,3,2019-06-05,0.27,1
6335895,Analisa,16,2019-06-02,0.65,1
36578169,James,0,N/A,0.0,1
1794149,Alex,3,2017-03-26,0.11,1
24580054,Michael,0,N/A,0.0,1
331658,Brittney,19,2019-07-02,0.7,1
1750299,Julie,12,2019-06-19,0.44,2
117263759,Jill & Kerry,132,2019-07-04,5.17,1
51752603,Max,1,2017-03-21,0.04,1
119466544,Jim,2,2017-03-24,0.07,2
55125246,Yvonne,347,2019-07-06,13.48,3
119483929,Ryan,0,N/A,0.0,1
64610450,Emma,10,2017-05-05,0.36,1
35529867,Laura And Robert,9,2018-02-24,0.42,1
4844209,Leyla,0,N/A,0.0,1
86602555,Anna,24,2019-07-01,0.9,1
99245631,Jillian,3,2017-03-16,0.11,1
119523037,Anna,119,2019-07-01,4.2,4
119548006,Steven,113,2019-07-03,4.04,2
5800161,Pioneer,11,2019-06-17,0.47,1
100106209,Emmie,45,2019-05-19,1.62,2
975819,Chendi,0,N/A,0.0,1
16064049,Harry,6,2017-05-20,0.21,1
119623927,Lisa,15,2019-05-28,0.56,1
5925984,Vlad,60,2019-06-25,2.3,1
54861276,Madeline,12,2019-01-01,0.5,1
119634559,Noor,11,2018-06-24,0.4,1
119155499,Julio,26,2019-06-24,0.93,4
90731801,Domenica,3,2017-06-09,0.11,1
119669258,Alvin,77,2019-06-24,2.97,1
119667654,Marcus,0,N/A,0.0,1
119592255,Kevin,336,2019-07-05,11.91,2
59262205,Luis,102,2019-06-24,3.66,3
1522383,Catherine,4,2018-04-07,0.15,1
119706589,Carmen,146,2019-06-24,5.28,1
13561853,Olivera,6,2018-09-08,0.22,1
119779683,Julian,61,2018-08-03,2.21,1
10015020,Jonathan,66,2019-06-03,2.35,1
95921812,Sam,3,2017-09-17,0.11,1
88326259,Marta,62,2019-06-20,2.27,1
19289048,Jae,15,2018-06-10,0.62,1
100656374,Steve Kings,68,2019-07-05,2.47,1
92294213,Cat,12,2017-09-25,0.43,1
6978404,Samira,0,N/A,0.0,1
8314232,Mo,38,2018-06-17,1.34,1
79882333,Hallie,2,2017-03-29,0.07,1
54637605,Albertina,10,2019-05-28,0.37,1
33510,Tina,2,2018-03-25,0.07,1
44582082,Miranda,9,2017-07-30,0.32,1
119930068,Arturo,4,2017-03-19,0.14,1
99242527,Dina,90,2019-06-18,3.21,1
16261195,Martine,3,2017-09-20,0.11,1
119941037,Colette,3,2017-03-27,0.11,1
7501534,Francesca,0,N/A,0.0,1
119959551,Melissa,5,2017-12-30,0.18,1
119967955,Erik,86,2019-07-01,3.14,1
44709817,Jackie,3,2017-12-16,0.16,1
2412748,Jeremiah,0,N/A,0.0,1
836353,Luna,22,2019-05-24,0.87,1
103361884,Ebony,25,2019-06-30,1.78,1
120082555,Arthur,67,2019-07-01,2.58,1
9683962,Cristina,9,2019-04-25,0.91,1
23192585,Petra,36,2018-06-27,1.28,1
38593087,Russell,58,2019-06-10,2.08,2
116746802,Christine,40,2019-06-23,1.51,5
105372357,Lunara,17,2019-06-09,0.61,1
120137482,Dalva,0,N/A,0.0,1
34745360,Anna,0,N/A,0.0,2
13416818,Emma,16,2017-10-21,0.57,3
45671454,Vii,0,N/A,0.0,1
13860679,Max,49,2019-05-23,1.81,3
119987770,Sonia,239,2019-06-29,8.58,2
18660750,Linelle,76,2019-06-27,2.84,1
120245256,Paul,4,2017-08-15,0.14,1
120250860,Diana,21,2019-07-01,0.74,2
120256797,Nyls,4,2019-05-29,0.16,1
120261070,Luci,0,N/A,0.0,1
8784337,Austin,3,2018-04-09,0.11,1
42727726,Natasha,15,2018-01-01,0.55,1
43907907,Elle,38,2019-06-10,1.4,1
110081618,Harry,81,2019-03-05,2.96,2
112814443,Jamal,104,2019-06-12,3.69,1
57862648,Isaiah,0,N/A,0.0,1
18217011,Zhoe,95,2019-07-01,3.65,1
2263722,Mariam,12,2019-03-27,0.44,1
51594665,Shireen,0,N/A,0.0,1
120393659,Stanley,22,2019-06-15,0.85,1
56840569,Suzanne,1,2018-07-30,0.09,1
3811546,Vinz,59,2018-09-01,2.11,1
22019825,Ceylan,2,2018-01-04,0.08,1
9028424,Michael,1,2018-01-02,0.05,1
11392003,Mark,76,2019-06-24,2.8,1
97266110,Ashley,2,2017-04-18,0.07,1
117195769,Simone,161,2019-07-02,5.74,3
54677014,Andrea,72,2019-06-25,2.59,1
1721381,Malik,2,2017-04-18,0.07,1
119737270,Fattie,0,N/A,0.0,2
19884477,Marine,77,2018-12-17,2.79,1
25054395,Ginevra,12,2019-05-30,0.43,1
119829743,Scott,7,2018-01-26,0.26,1
120456470,Nicholas,42,2018-12-07,1.55,1
6274742,Michael,8,2019-06-12,1.1,1
79105834,Leo,104,2019-06-11,3.74,9
58953152,Dmitry,12,2018-12-30,1.26,2
64401976,Erin,76,2019-06-20,2.75,1
6198824,Tyler,12,2017-05-28,0.43,1
14768609,Grace,19,2019-07-05,0.68,1
120570941,Genee,5,2017-11-15,0.18,1
120577730,Kate,9,2019-04-09,0.33,1
120577640,David,0,N/A,0.0,1
10714931,Nick,16,2018-08-29,0.62,4
11524572,Angelica And Prescott,56,2019-06-24,2.01,1
120599606,James,0,N/A,0.0,1
10661558,Gio,120,2019-06-30,4.28,4
26177358,Vladimir,34,2019-06-25,1.33,1
18481424,Tomas,3,2018-10-21,0.11,1
387844,Mike,35,2019-04-09,1.25,1
28573,Sara,140,2019-06-30,5.0,1
43098504,Mike,9,2018-09-29,0.33,1
73756811,Cara,51,2018-06-28,1.83,1
40031815,Kelly,2,2018-09-25,0.07,1
53972872,Autumn,6,2018-08-28,0.21,1
120761466,Atherly,45,2019-06-30,1.64,1
26980460,Joe,1,2018-09-17,0.1,1
84548731,Shelley,6,2019-03-31,0.22,1
4812440,Mara,0,N/A,0.0,1
7854459,Christina,1,2018-04-14,0.07,1
120767920,Jimmy &Cindy,129,2019-06-23,4.63,10
4933848,Mathew,4,2017-05-12,0.14,1
89197711,Albert,2,2017-05-28,0.08,1
29055402,Petra,66,2019-06-28,2.42,1
45387487,Andrew,0,N/A,0.0,1
95306427,Alexi,26,2018-10-21,0.94,1
62641345,Bob,83,2019-06-30,3.01,1
4135793,Zoe,8,2017-04-30,0.28,1
120890372,Michelle Curran,25,2019-06-16,0.95,1
41847916,Farah,0,N/A,0.0,1
9263625,Em,22,2019-06-23,0.78,1
120906593,Yoko,40,2019-06-23,1.46,1
120906241,Crystal,0,N/A,0.0,1
120725189,Svetlana,46,2019-07-02,1.68,1
25651976,Lola,8,2019-01-02,0.3,1
4204783,Kevin,45,2019-06-09,1.62,3
9215977,Kevin,20,2019-06-29,0.84,1
43045034,Thuy,27,2019-06-01,1.81,1
120989542,Arthur,3,2017-08-07,0.12,1
6166708,Christine & Einstein,59,2019-05-17,2.1,1
14746465,Brooklyn,49,2018-07-15,1.76,1
16721721,Federico,18,2018-11-04,0.64,1
25196982,Nikolas,11,2019-06-17,3.24,1
121096858,Caressa,0,N/A,0.0,1
611109,Alexandra,46,2019-06-25,1.69,2
121109701,Sean,98,2019-06-27,3.53,1
19222653,Kara,25,2019-06-11,0.96,1
20926711,Ashek,2,2017-04-02,0.07,1
65068375,Mabel,1,2017-05-08,0.04,1
121141615,Beth,1,2017-09-24,0.05,1
7050126,Sasha,19,2017-06-24,0.69,2
121185129,Kathleen,11,2018-07-29,0.41,1
32012247,Isaiah,5,2017-06-18,0.18,1
17041154,Lindsay,35,2019-06-23,1.56,1
19824881,Julia,0,N/A,0.0,1
1898704,Luca,2,2017-08-20,0.08,1
120381434,JoAnn,6,2019-04-23,0.95,1
121244117,Todd,1,2017-03-24,0.04,1
1715301,Mark,117,2019-07-01,4.31,3
120951063,Roxanne,4,2017-04-16,0.14,1
46504226,Chelsea,1,2019-03-16,0.26,1
4223227,Masha,18,2018-04-28,0.87,1
48331309,Ketty,54,2018-09-24,2.06,1
121352443,Michael,3,2017-04-28,0.11,1
45006492,Lucia,161,2019-06-23,5.78,2
29546670,Norberto & Lana,41,2019-07-03,2.18,1
20378750,Corinne,8,2018-07-24,0.35,1
121359320,Kathy,7,2017-08-21,0.25,1
38772311,Sophie,0,N/A,0.0,1
121130063,Luke & Madia,73,2019-06-21,2.61,3
121391142,Deloris,325,2019-06-12,11.72,2
120567010,Molly,2,2017-05-25,0.07,1
43052484,Olzhas,181,2019-07-06,6.65,1
18140569,Carrie,55,2018-09-07,2.02,1
121429669,Elizanda,0,N/A,0.0,1
945880,Juhea,1,2017-05-12,0.04,1
3682941,Marco,0,N/A,0.0,1
116754031,Rosemary,3,2019-06-27,1.14,3
49651890,Rosemarie,47,2019-07-03,2.54,1
5121858,Erica,31,2019-07-01,1.11,1
57643057,Daniel,102,2019-04-15,3.66,2
16302498,Andreas,61,2019-06-16,2.36,1
28876335,Michael,0,N/A,0.0,1
73610315,Kerstin,14,2018-05-17,0.55,1
106046570,Diamond,2,2018-01-01,0.09,1
3803423,Jenna,5,2018-10-25,0.18,1
121574038,Christianne,8,2019-05-27,0.36,1
121585653,Ari,0,N/A,0.0,1
100812175,Luz,108,2019-06-30,3.91,1
70543663,Kelli,89,2019-06-21,3.72,1
29952340,Nico,51,2019-06-28,1.87,1
121612198,Maura,20,2018-10-15,0.78,4
85218001,Natasha,8,2018-06-16,0.3,1
1872051,Alejo,1,2017-04-07,0.04,1
1495021,Lida,0,N/A,0.0,2
76534284,TaSh,21,2018-09-23,0.77,1
96735804,E,32,2019-06-13,1.17,1
54850437,Lauren,22,2019-07-02,0.81,1
6430476,John,130,2019-07-05,4.8,1
15400695,Danielle,4,2019-05-19,0.3,1
9127398,Carissa,0,N/A,0.0,1
95785961,Cinthya,85,2019-05-26,3.06,1
121802962,Sandra,47,2019-06-23,1.76,1
20846509,Ludvig,4,2017-11-11,0.18,1
29510483,Amandine,0,N/A,0.0,1
102763353,Krysia,5,2018-09-02,0.19,2
30381715,Sean,1,2017-05-13,0.04,1
48243500,Carri,5,2017-05-30,0.18,1
5626253,Matthew,9,2017-04-30,0.32,1
105018962,Karly,5,2017-08-14,0.2,2
81141009,Jason,10,2017-09-27,0.37,1
22659263,Kate,6,2019-07-06,0.26,1
11136995,Gabriel,2,2018-03-05,0.08,1
46506241,Marcy,9,2018-07-02,0.44,1
122012905,Lene,0,N/A,0.0,1
122026078,Shah Memo,8,2019-06-23,0.29,3
122028274,Markus,4,2018-08-13,0.16,1
122032246,Jaime,2,2017-04-21,0.07,1
122038353,Florent,8,2019-06-09,0.31,1
122044895,Yerddy,116,2019-06-22,4.35,2
68228552,Assane,6,2018-10-28,0.33,2
122044489,Tonie,0,N/A,0.0,2
112335936,Ronnie,11,2019-04-21,0.42,1
101127101,John,26,2019-05-27,0.95,1
22456949,Matthew,107,2019-06-23,3.95,1
122079426,Martha,19,2017-06-12,0.71,1
121620125,Phil,12,2018-02-02,0.44,1
31451454,Terry,70,2019-06-15,2.65,1
9871522,Adam,2,2018-05-07,0.14,1
122118705,Anselmo,36,2019-06-30,3.17,1
12117418,Jeanette,3,2017-08-28,0.11,1
57651976,Viona,3,2017-10-01,0.11,1
6945333,Duryea,0,N/A,0.0,1
53978622,Narina,80,2019-06-24,2.92,2
2065971,Elana,3,2018-08-12,0.12,1
25502436,Anastasia,5,2018-11-16,0.19,1
7573472,Divina,2,2018-01-07,0.07,1
10914834,Heidi,108,2019-07-01,3.92,1
41069190,Ana,0,N/A,0.0,1
47591528,Janessa,13,2019-05-23,0.52,1
451032,Daniela,8,2019-06-21,1.28,1
4059918,Sonia,4,2019-07-06,0.36,1
5828830,Low,14,2018-07-28,0.5,2
122283834,Eve,22,2019-06-17,0.96,2
22089863,Ali,2,2019-02-17,0.4,1
30494797,Terry,10,2018-12-22,0.42,1
122372251,Christopher,81,2018-04-21,2.93,1
56076854,Miranda,84,2019-07-05,3.04,2
47054725,Katharine,6,2017-09-20,0.22,1
122419373,Pablo,119,2019-06-17,4.33,1
9808458,Zain,11,2019-01-01,0.52,4
59654765,Calia,3,2017-04-19,0.11,1
17232044,Maria,7,2019-01-02,0.26,1
122442440,Randy,59,2019-06-25,2.21,1
2581995,Layla,10,2019-05-18,1.06,2
17859338,Jacqueline,59,2019-07-04,2.4,2
122513490,Dorothy,71,2019-06-21,2.67,1
17739345,Boris,0,N/A,0.0,1
55981584,Saori,3,2017-04-10,0.11,2
25753120,Aaron,0,N/A,0.0,2
14991730,Trevor,23,2019-06-24,2.15,1
39832770,Laura,0,N/A,0.0,1
10838291,Brian,1,2017-05-13,0.04,1
26821811,Lynda,1,2018-08-02,0.09,1
92561578,Giani,7,2019-06-30,0.99,1
94382194,Sean,43,2019-06-09,1.57,1
122650568,Anabella,3,2017-04-21,0.11,1
8748472,Christina,5,2017-05-01,0.18,1
122679380,Sam,216,2019-07-01,8.07,1
12194903,Martha,0,N/A,0.0,1
8288491,Sofia,4,2018-05-21,0.15,2
4253817,Cari,45,2019-06-13,1.66,1
122714664,Karl,28,2019-06-04,1.06,1
6899124,Paul,37,2019-06-23,1.44,1
122722874,Peter,115,2019-06-17,4.18,1
23377863,Kristen,9,2019-07-05,0.47,1
5502239,Maxyne,3,2018-05-08,0.12,1
4601948,Lily,13,2018-09-23,0.49,1
80508435,Irving,26,2018-07-22,1.04,2
8894559,Duncan,8,2018-11-25,0.31,1
14135981,Elsa,2,2019-06-11,1.58,1
47056437,Ann,0,N/A,0.0,1
122884945,Hind,26,2019-07-04,2.7,1
122498535,Gf,13,2018-04-07,0.48,3
122924398,Lynn,123,2019-06-22,4.54,1
28588488,Cannon,39,2019-06-29,1.43,1
2587680,Susan,7,2019-06-16,0.46,1
24258807,Moran& Ori,12,2019-01-04,0.44,1
96841679,Kathleen,96,2019-06-22,3.7,1
55199493,Julia,100,2019-06-16,3.67,1
92277042,Tom,6,2018-06-12,0.22,1
61875246,Carolyn,84,2019-07-06,5.35,2
44951851,Yaakov,11,2019-04-24,0.42,2
24383863,Sophia,24,2019-06-25,0.98,1
121841485,Jessica,23,2018-11-05,0.85,1
122922752,Tom,0,N/A,0.0,1
3463177,Emch,6,2019-06-30,0.23,1
84979306,Lhea,6,2018-09-21,0.22,1
123102489,Mariann,2,2017-05-08,0.07,1
10744966,Moza,10,2017-09-02,0.4,1
1883931,Taher,15,2019-06-19,0.55,1
110872398,Dee,16,2018-03-31,0.58,1
112901574,Nate,69,2019-07-05,2.86,4
62685070,Katie,0,N/A,0.0,1
4112547,Felecia,11,2018-12-01,0.42,1
2372486,David,0,N/A,0.0,1
123233613,Joana,34,2019-06-03,1.26,1
123048179,Joseph,45,2019-06-16,1.65,1
123271654,Beatrice,20,2018-10-14,0.85,1
36232508,Brodii,27,2018-10-29,1.11,1
123307264,Ei,3,2018-10-30,0.11,1
23981711,Saba,29,2019-05-11,1.05,1
24010376,Elaina,1,2017-12-28,0.05,1
42093468,Tsotne (Tut),54,2019-05-19,2.05,4
11478291,Ethan,90,2019-07-03,3.25,1
231704,Judith,1,2018-05-12,0.07,3
123458466,Shiva,15,2019-05-28,0.55,1
11259589,Eloise,3,2017-06-28,0.11,1
123483050,Andrea,67,2019-06-19,2.47,3
63772058,Nikita,0,N/A,0.0,1
70619358,Ni,0,N/A,0.0,1
84497333,Jennifer,2,2017-04-15,0.07,1
12390595,Marian,1,2017-06-16,0.04,1
23354644,Nancy,33,2019-06-26,1.21,3
123518076,Seana,76,2019-07-01,3.04,1
