listing_id,host_id,neighbourhood,listing_name,room_type,price,minimum_nights,availability_365
21926279,6999831,Flatbush,The Tree House,Entire home/apt,90,2,0
21926432,102243363,Prospect-Lefferts Gardens,"Sunny, Convenient, and Clean Apartment to Yourself",Entire home/apt,110,1,0
21926844,35674813,Roosevelt Island,Private Room on Roosevelt Island,Private room,40,7,0
21926893,159998120,Astoria,Studio with brand new furniture and appliances!,Entire home/apt,92,1,0
21927300,156952896,East Elmhurst,LGA Newly Renovated One Bedroom Apt.1,Entire home/apt,100,1,156
21929935,4514578,Elmhurst,Full Studio Apartment (MODULO 715),Entire home/apt,45,4,0
21930306,126247863,Richmond Hill,10 mins/Airports JFK/LGA/Hosp/malls bus/train#2,Private room,35,1,359
21931508,19739033,Harlem,BRIGHT & AIRY,Private room,85,2,121
21931557,159811367,Bedford-Stuyvesant,Bed-Stuy modern one bedroom plus private bathroom,Private room,50,30,365
21931779,147252767,Astoria,Beautiful Art Deco Master Bedroom in Astoria NY,Private room,50,1,0
21931979,159974287,Flushing,Shineroom,Private room,38,5,353
21932693,43600815,Williamsburg,Big loft in Williamsburg,Private room,65,8,0
21932977,45697173,East Harlem,Beautiful Huge Room in Manhattan,Entire home/apt,50,10,0
21933065,160057164,Crown Heights,PRIVATE ROOM W/BATH IN BK - MUST SEE,Private room,75,1,0
21933372,120284390,Astoria,Lovely Astoria apartment will make you feel home!,Private room,100,3,0
21933635,160066386,Harlem,Sunny and Spacious 3 Bedroom near Central Park,Entire home/apt,250,3,20
21933725,158445076,Midtown,Manhattan Club! New Years Eve!,Entire home/apt,650,3,0
21933777,159091490,Gowanus,Industrial Queen Studio Room In Gowanus Inn,Private room,129,1,361
21933969,159091490,Gowanus,Gowanus-Park Slope- Queen Studio Room,Private room,129,1,363
21934181,9175058,Bushwick,Spacious private room in artsy Bushwick Brooklyn,Private room,41,3,0
21934202,16855791,Williamsburg,Sunny and Spacious Bedroom w/ Private Bathroom,Private room,65,3,238
21934318,159091490,Gowanus,Park Slope-Gowanus Boutique Queen Studio,Private room,129,1,338
21934465,159091490,Gowanus,Queen Studio In Park Slope - Gowanus Inn & Yard,Private room,129,1,362
21934601,41617175,Gowanus,Convenient x Cozy Carroll Street Stay,Private room,70,2,0
21934873,120762452,Murray Hill,Cute studio in Midtown Manhattan,Entire home/apt,150,30,364
21935245,6650559,SoHo,SoHo: Light-filled and tasteful,Private room,89,1,0
21935339,97862729,Harlem,"Cozy Bedroom, Walking Distance from Central Park",Private room,100,2,0
21935551,88713943,Hell's Kitchen,Super clean / centrally located extra large studio,Entire home/apt,175,4,107
21935569,43352661,Washington Heights,Tiny (but comfy!) Private room Manhattan,Private room,20,1,291
21935727,1341264,Bedford-Stuyvesant,"Designers' Brooklyn Loft – 2 bed, 2 bath",Entire home/apt,300,6,0
21935921,3484920,West Village,Skylight Living in NYC,Entire home/apt,275,2,51
21936014,33261598,Midtown,Elegant Apartment with Spectacular views.,Shared room,185,1,0
21936033,156952896,East Elmhurst,LGA Newly Renovated Apt.2,Entire home/apt,120,1,79
21936073,6041929,West Village,"Charming 1BR - King Bed, Full Kitchen, Laundry",Entire home/apt,220,4,189
21936080,14043678,Bedford-Stuyvesant,Cozy Room Near Express Train to Manhattan,Private room,50,3,363
21936288,118807152,Elmhurst,Infinite Bliss,Private room,30,1,249
21936550,42804325,Roosevelt Island,NYC master room with independent restroom for 2,Private room,70,7,0
21937197,4811900,Ditmars Steinway,"Warm & Cozy Haven, 6 min. to N/W, 20 to Manhattan!",Private room,600,2,0
21937306,1349340,Greenpoint,Spacious Room in 3 bedroom Greenpoint Apartment,Private room,75,7,0
21937451,21621745,Chelsea,AMAZING STUDIO IN CHELSEA (up to 4) Special price!,Entire home/apt,200,1,0
21938049,157701235,Bushwick,Big Bedroom w/ Bathroom - Bushwick Luxury Building,Private room,60,7,31
21938508,70562577,Astoria,Ideal Stay in NYC! ☆☆☆☆☆,Entire home/apt,125,3,64
21939323,12834599,Borough Park,Older Victorian front 1st floor D train corner,Private room,50,3,90
21939817,153066091,Ditmars Steinway,COZY & CLEAN ROOM IN ASTORIA 15 MIN TO MANHATTAN.,Private room,75,2,89
21942269,49716547,East Village,Natural Light Filled Apartment with lots of space,Entire home/apt,150,7,18
21942371,2546411,Lower East Side,Private Bedroom in the LES,Private room,78,10,0
21942606,160109287,Upper East Side,Historic Upper East Side Apartment,Entire home/apt,200,4,0
21942984,157788926,Park Slope,3 Bedroom Prime Park Slope 6th Ave/Barclays Center,Entire home/apt,199,2,302
21943047,29238030,Williamsburg,Huge private room in Williamsburg,Private room,70,2,0
21943938,18061262,Clinton Hill,Brooklyn Studio Tower!,Entire home/apt,115,15,5
21945438,262862,Williamsburg,"Bright, Spacious 3 BR Duplex-Great for Families",Entire home/apt,250,3,0
21945454,11322502,Bedford-Stuyvesant,Pretty two-bed pre-war apartment in Brooklyn,Entire home/apt,142,2,0
21945556,62307584,Bushwick,Cozy Room in Bushwick.,Private room,67,30,179
21945851,50522860,Inwood,Spacious Room for Rent!,Private room,40,1,0
21945886,160175378,Midtown,Wyndham Midtown 45 at New York City - Studio,Entire home/apt,350,3,0
21946495,160194786,Williamsburg,Havemeyer mini Duplex in central Williamsburg,Entire home/apt,160,2,81
21946665,55184486,Bushwick,Great One Bedroom Apartment - 20 mins from NYC,Entire home/apt,149,1,115
21946776,43011952,Crown Heights,Calming room in a thrilling city,Private room,75,1,0
21947011,35743804,Financial District,Brand New 2 Bedroom 2 Bath Downtown Gem,Entire home/apt,850,1,174
21947012,158625100,Richmond Hill,"Private Rm; JFK(10mins), LGA(15mins), Manh(30mins)",Private room,75,1,48
21947039,160175378,Midtown,Wyndham Midtown 45 at NYC - 2 Bedroom Presidential,Entire home/apt,400,1,0
21947062,33570672,Theater District,Big bedroom at the heart of Manhattan,Private room,95,2,18
21947114,40110507,Bedford-Stuyvesant,Bushwick Loft On Trainline,Entire home/apt,85,4,0
21947260,72936542,Midtown,Luxury Studio Apartment right by Central Park!!!,Shared room,130,1,0
21947445,34595916,South Slope,"Perfect, Private Garden Apartment (Prime Brooklyn)",Entire home/apt,149,5,235
21947959,7709326,Clinton Hill,Charming Clinton Hill Apartment,Entire home/apt,90,3,0
21948222,2300590,Flatbush,Serene 2 bed w/ private backyard - flatbush ditmas,Entire home/apt,95,3,0
21948560,23001368,Tribeca,Luxury Skyline Views! Best Panaromic Views Of NYC.,Entire home/apt,850,2,36
21948571,107953084,Prospect-Lefferts Gardens,Private & Comfortable Room in a quiet neighborhood,Private room,60,2,276
21948799,16686426,Long Island City,Bedroom in Beautiful House with Sunny Porch,Private room,65,2,0
21949305,315606,Bedford-Stuyvesant,Artsy Little Bedstuy Nook,Private room,45,30,95
21949815,116430338,Upper West Side,Upper west studio next to Central Park,Entire home/apt,105,7,0
21950012,53829616,Hell's Kitchen,Large 3 Bedroom Apartment in Hell's Kitchen,Entire home/apt,395,6,0
21950138,25321849,Boerum Hill,Beautiful 3 bedroom Brownstone in Boerum Hill,Entire home/apt,550,3,14
21950350,11486122,Bushwick,BROOKLYN Sunny queen size bedroom in amazing apartment.,Private room,50,3,0
21950927,105389630,Theater District,Time Square- Great Luxury Apartment,Entire home/apt,190,4,0
21950963,50414933,Hell's Kitchen,Large midtown 1 bed apartment with views,Entire home/apt,160,5,1
21951042,18918881,Far Rockaway,Comfy Renovated Basement Apartment Near JFK,Entire home/apt,51,1,0
21951077,1620498,Chelsea,*LUSH SPACIOUS WEST VILLAGE LOFT*,Entire home/apt,220,7,0
21951184,59394680,Upper East Side,Upper East Side Private Entire Studio,Entire home/apt,130,30,0
21955216,8801391,Kips Bay,"Bright, contemporary Kips Bay Studio apt",Entire home/apt,300,3,180
21956264,110346058,Jamaica,Beautiful bed bed room,Private room,45,4,291
21958076,160300400,Bay Ridge,Old World Charm in the Heart of Brooklyn R2,Private room,79,4,175
21958889,160306249,Upper West Side,Upper West Side Brownstone Duplex by Central Park,Private room,55,2,0
21959523,7045635,Crown Heights,Cozy and quiet private room,Private room,45,5,0
21959695,148100571,Soundview,Bronx hideaway,Entire home/apt,50,1,0
21959796,90956690,Murray Hill,Gorgeous Apt In Central Manhattan,Entire home/apt,200,4,0
21960412,160318374,Bedford-Stuyvesant,Touchdown and Explore NYC! Sunlit 2 Bedroom,Entire home/apt,103,30,105
21960589,159091490,Gowanus,"Studio Queen Room In Gowanus Inn, Brooklyn",Private room,139,1,358
21960659,21508828,Kingsbridge,Beautiful Huge Newly-Renovated Apt Great location.,Private room,69,1,365
21960720,2916281,Williamsburg,"Cozy Lofted Room in Williamsburg, Brooklyn",Private room,60,7,0
21961462,56067189,Morningside Heights,Luxury 1B1B Apt with City View @ Columbia U,Entire home/apt,150,3,0
21962437,130149223,Crown Heights,$850 up to 3 month female only,Private room,31,30,302
21962864,25690203,Hell's Kitchen,"Cozy private room w/private bath, Hell's Kitchen",Private room,100,2,0
21963398,11310081,Williamsburg,4BR 2 Bath Williamsburg Apt with Private Roof,Entire home/apt,650,2,0
21963418,3368678,Midtown,Big Studio at Grand Central Station area.,Entire home/apt,210,3,209
21963428,8243469,Port Morris,Bright NYC Flat with Manhattan Views,Private room,49,3,0
21963575,160343135,Crown Heights,ROOM IN THE HEART OF CROWN HEIGHTS,Private room,30,3,0
21963723,58943675,Sunnyside,Apartment in Sunnyside close  to Manhattan.,Entire home/apt,140,3,0
21964400,14278133,Williamsburg,Spacious Private Room in the Heart of Williamsburg,Private room,71,2,0
21964596,1020357,Bushwick,Cozy fully furnished apartment in Bushwick,Entire home/apt,60,2,6
21964623,160353062,Boerum Hill,Bright artist loft 1BR (top floor) in Cobble Hill,Entire home/apt,90,30,116
21965110,77084335,Bushwick,Peaceful Bushwick Room with Great Views,Private room,80,3,0
21965119,17271293,Bedford-Stuyvesant,Seaux Blu Urban Boho Studio,Entire home/apt,60,2,0
21965717,8331436,South Slope,Spacious South Slope Apt in Perfect Location!,Private room,109,2,0
21965948,50577859,Bushwick,Room in the heart of Bushwick,Private room,75,2,0
21966051,159091490,Gowanus,Modern Studio Queen Room In Gowanus Inn,Private room,139,1,364
21966351,159091490,Gowanus,Stylish Queen Bed Room - Gowanus - Park Slope,Private room,139,1,337
21966390,13284271,Williamsburg,Designer Condo with Lofted Mezzanine,Entire home/apt,350,2,353
21966418,160233319,Flatlands,Decorated cozy Brooklyn jewish apartment!,Entire home/apt,86,2,0
21966432,160369263,Windsor Terrace,Cozy Modern Studio,Entire home/apt,100,2,337
21966498,9640114,Williamsburg,An apartment in the heart of Williamsburg,Private room,120,2,0
21966592,159091490,Gowanus,True Brooklyn Experience Gowanus Inn Queen Bedroom,Private room,139,1,342
21966757,135836462,Harlem,Harlem World USA,Private room,150,3,89
21966758,3179146,East Harlem,Casa Rosada in El Barrio,Entire home/apt,161,3,0
21966880,160374143,West Village,SunBathed WestVillage/Greenwich 1 bed apt,Entire home/apt,245,2,141
21967259,160376922,Chelsea,Luxury Chelsea Condo on the High Line park,Entire home/apt,800,1,0
21967332,55403309,Lower East Side,Lower East Side Luxury,Entire home/apt,350,5,0
21967336,1852207,Prospect-Lefferts Gardens,Affordable & Cozy Apartment near Prospect Park,Entire home/apt,135,3,0
21967378,11713422,East Village,Large 2 Bedroom Apt in East Village,Entire home/apt,349,5,0
21967523,160379705,Harlem,Comfy 1 bedroom in the heart of HARLEM,Private room,35,2,0
21967562,160300400,Bay Ridge,Old World Charm in the Heart of Brooklyn R1,Private room,79,4,176
21967615,15146492,Hell's Kitchen,Ideal 3 Bedroom Apartment by Times Square,Entire home/apt,649,2,0
21967654,81379480,Lower East Side,Charming room downtown Manhattan,Private room,80,14,0
21967751,72760017,Williamsburg,Spacious 1 Bedroom with Backyard in Williamsburg,Entire home/apt,200,4,0
21967835,16840416,Greenpoint,Greenpoint Hideaway,Entire home/apt,225,2,0
21968568,123354518,Bushwick,Cozy Room in Fairy Bushwick Apartment,Private room,50,4,0
21969058,16864813,East Harlem,East Harlem Pied A Terre,Entire home/apt,300,3,272
21970259,155125855,Midtown,LARGE PRIVATE ROOM BY EVERYTHING MIDTOWN MANHATTAN,Private room,130,1,0
21970350,861330,Williamsburg,Large Room in 2 bedroom Williamsburg/Bushwick,Private room,40,30,0
21970487,158298807,Bedford-Stuyvesant,Newly Renovated Bed-Stuy Brownstone Apartment,Entire home/apt,90,2,52
21971593,146345538,Bushwick,Private newest room in Bushwick.,Private room,50,30,361
21972082,39528519,Lower East Side,Amazing cozy and warm male room on Manhattan IV,Shared room,35,14,322
21972403,101970559,Bushwick,Amazing private room in East Bushwick,Private room,50,30,365
21972697,159811367,Bedford-Stuyvesant,Newly private room in best Co-Living,Private room,50,30,364
21973631,3832479,Crown Heights,Need a Beautiful place to stay?,Private room,50,30,113
21973767,13242534,Chelsea,Spring in NYC! The perfect spot.,Entire home/apt,250,7,0
21975315,2099205,Williamsburg,"Bright, 1.5 bedroom apartment in E. Williamsburg",Entire home/apt,180,3,0
21975709,8837750,Greenwich Village,Designer 2 Bedroom Loft**Greenwich Village**4BEDS*,Entire home/apt,485,5,203
21976874,3052833,Williamsburg,Luxury Williamsburg 2-Story Apartment w/ Patio,Entire home/apt,350,2,132
21977042,160457828,Brighton Beach,Brighton Beach Hideaway 5 min walk from the Beach,Entire home/apt,99,1,68
21977693,2863092,East Village,Sunny Private Bedroom in East Village,Private room,85,7,0
21977987,16775193,SoHo,"Bright, airy, Soho 1 bedroom",Entire home/apt,150,14,0
21978019,7650212,Nolita,Sunny and Spacious Nolita 1BR apartment!,Entire home/apt,300,5,0
21978281,151777787,Brownsville,Welcome to Brooklyn! Stay in Bed-Stuy!,Private room,40,2,0
21978366,6441887,Bedford-Stuyvesant,Modern Bedstuy private bedroom,Private room,60,1,0
21978558,21657795,Harlem,Luxury Modern Apartment by Central Park,Entire home/apt,100,3,0
21979050,144857346,Nolita,SoHo/NoLiTa Perfect Location,Entire home/apt,275,2,0
21979387,160474324,Bushwick,Brownstone 1 Bedroom Apt in Bushwick,Entire home/apt,70,5,0
21979566,45406877,Civic Center,Mid-Century Modern 1 BR with Stunning Views,Entire home/apt,100,2,0
21979587,20214811,Greenpoint,ENTIRE 1.5 BR in Greenpoint / Williamsburg,Entire home/apt,66,3,0
21979890,27272337,Arverne,Beautiful beach house in NYC!,Entire home/apt,250,4,183
21979898,17425841,Williamsburg,BIG Artistic LOFT Studio right near waterfront!,Entire home/apt,99,30,0
21980316,5191980,Crown Heights,Modern Apartment with a lot of natural light,Entire home/apt,200,2,0
21980586,51765609,Williamsburg,Quiet and Sunny Williamsburg One Bedroom!,Entire home/apt,100,90,3
21980711,75485224,Williamsburg,Beautiful Private Apartment With Rooftop Access,Entire home/apt,55,2,0
21980723,6675176,Harlem,Modern Renovation of original Manhattan Townhouse.,Entire home/apt,650,5,301
21981036,75664810,Gramercy,Comfortable studio duplex with a Queen size Casper mattress. A 15-minute walk to Union Square and a two-block walk to the subway. Beautiful light in the morning.,Entire home/apt,100,2,0
21981313,44102819,Greenpoint,Lovely spacious apartment in prime location,Entire home/apt,120,7,0
21981703,2066240,Crown Heights,Beautiful and Charming 2 Bedroom in Brooklyn!,Entire home/apt,12,3,0
21981789,100672521,Lower East Side,Spacious light room in a cool neighborhood,Private room,88,1,73
21981845,158178970,Randall Manor,A happy home,Private room,27,1,287
21982096,33738190,Sunset Park,"Friendly, bustling & safe first floor BK gem!",Private room,85,1,0
21982177,6587683,Gramercy,Gramercy Park Pied à Terre,Entire home/apt,150,2,1
21982223,44253752,Upper East Side,Gorgeous 1BR 1.5 Bath Duplex with Terrace,Entire home/apt,150,8,0
21982333,160322636,East New York,Casa de Compri Int'l,Private room,50,2,172
21982534,58847382,Williamsburg,Charming 1.5 bdrm apt in W'burg - family friendly!,Entire home/apt,125,1,0
21982618,34320483,Harlem,A cozy apartment in Hamilton Heights!,Private room,43,3,0
21982630,160503827,Williamsburg,One Bedroom w/ Backyard Oasis in Williamsburg,Entire home/apt,90,3,0
21982707,17038671,West Village,Spacious Apartment in West Village,Entire home/apt,150,2,0
21982758,10763283,Clinton Hill,Cozy 1 Bedroom in the Heart of Clinton Hill,Entire home/apt,110,3,3
21982995,160507191,Astoria,Cozy home in Astoria Queens.,Entire home/apt,150,4,0
21983066,160507714,Fort Greene,Great comfortable conveniently located room,Private room,80,1,0
21983105,156976885,Greenpoint,Cute Loft in the Heart of Greenpoint Brooklyn!,Entire home/apt,120,3,0
21983211,5625684,Hell's Kitchen,Large Master Bedroom in Midtown West,Private room,130,12,31
21983275,33978706,Bedford-Stuyvesant,Spacious cozy apartment w/ beautiful backyard!,Entire home/apt,196,5,3
21983362,18495460,Crown Heights,Cozy Urban Retreat,Entire home/apt,115,30,292
21983547,12128527,Chelsea,"Spacious, Bright 1 BR in Prime Midtown West",Entire home/apt,225,2,257
21983780,15220846,NoHo,Bright Designer NoHo/Greenwich Village Loft,Entire home/apt,274,4,7
21984139,16025677,Hell's Kitchen,Columbus Circle Spacious Studio near everything,Entire home/apt,107,4,0
21984170,16025677,Hell's Kitchen,Columbus Circle Spacious Studio near everything,Entire home/apt,115,5,0
21984189,160520133,Midtown,Bryant Park,Entire home/apt,250,7,265
21984232,69546339,Bushwick,Cosy bedroom in bushwick near Jefferson L train,Private room,41,6,0
21984342,156831639,Clinton Hill,Cozy In Clinton Hill,Entire home/apt,125,21,0
21984356,159091490,Gowanus,Brooklyn In Style Queen Room in Gowanus Inn,Private room,169,1,364
21985066,52610301,Crown Heights,Crown Heights Comfort: Cozy Room & Warm Livingroom,Private room,43,1,0
21985070,5400884,Upper West Side,Cozy Room 2 MINIUTES WALK to 1 TRAIN,Private room,99,1,0
21985279,151880786,Richmond Hill,"3-Bedroom House with Hot Tub Near JFK, LGA & NYC",Entire home/apt,66,30,173
21987828,14535843,Flatbush,Sunny Private Room in 3-Bedroom Apt.,Private room,38,4,0
21989166,105758291,East Flatbush,New Brooklyn HotSpot,Entire home/apt,150,4,105
21990254,160326327,Cypress Hills,"The BlossomBoudoir. Clean, Cozy and Private.",Shared room,49,2,5
21990808,159156636,Hell's Kitchen,***SLEEPING IN THE GOLDEN PLACE***,Private room,120,1,0
21991066,4130601,East Harlem,Central Park North 1BR,Private room,75,18,0
21991970,65046976,Financial District,Bedroom in Luxury Building in Financial District,Private room,88,1,0
21992083,95010593,Hell's Kitchen,"Walk everywhere, See everything!
2BR Midtown West",Private room,300,1,19
21993232,129577022,Kips Bay,"LOCATION, LOCATION, LOCATION!",Entire home/apt,205,3,0
21993629,1974292,Williamsburg,Williamsburg Apartment with Private Backyard,Entire home/apt,199,2,297
21993956,7465002,Astoria,Studio-Sized Master Bedroom with Great Amenities!,Private room,50,3,0
21994561,2928002,Upper West Side,Small bedroom in comfy apartment @Upper West Side,Private room,69,4,0
21994769,160601986,Mill Basin,EXPERIENCE NYC The Brooklyn Way Private 2 bedrooms,Entire home/apt,85,3,139
21995883,79886089,Chelsea,Chelsea urban style loft,Private room,150,5,0
21995927,4683188,Upper East Side,Spacious Chic UES 1Br by Central Park,Entire home/apt,250,5,0
21996377,822034,Cobble Hill,HUGE Cobble Hill 2BR/2BA,Entire home/apt,210,30,54
21996542,11951403,East Village,East Village 2 Bedroom Apt in Pre War/Doorman Bldg,Entire home/apt,475,30,0
21996983,95459395,Hell's Kitchen,Modern Plush Studio Apt near Times Square in NYC!,Entire home/apt,299,30,365
21997208,154608871,Upper West Side,Spacious 2 Bed Apartment on the UWS,Entire home/apt,215,2,0
21997763,621266,Carroll Gardens,Chic Carroll Gardens Home,Entire home/apt,180,7,0
21997804,812331,Hell's Kitchen,"Studio, Best Location near Columbus Circle",Entire home/apt,150,7,7
21998044,4102079,Prospect Heights,"Cozy, private room near Prospect Park & BK Museum",Private room,75,1,313
21999647,159655531,East Harlem,Huge Room in East Harlem on Madison Avenue,Private room,60,3,50
22000019,160643378,Bedford-Stuyvesant,Private renovated room with your own bathroom,Private room,75,2,0
22000255,157728550,East Harlem,"Cozy private room, 10 mins away from Central Park!",Private room,150,1,365
22000376,135530716,Flushing,2000呎 法拉盛美丽豪华大套房,Entire home/apt,460,1,160
22000430,159154462,Midtown,Central Studio with 12 foot ceilings - Not Shared,Entire home/apt,125,1,14
22000913,152263768,Harlem,Harlem Jazz (private bath),Private room,65,1,101
22001233,12927770,Upper East Side,NYC Gallery,Entire home/apt,150,3,0
22001385,4455698,Two Bridges,Comfortable room in FIDI,Private room,85,7,311
22001568,5445919,Greenpoint,"Spacious bedroom in Greenpoint, BK",Private room,75,7,0
22001596,113918131,Gramercy,Modern chic room in the heart of NY,Private room,99,5,0
22001621,103863147,Greenpoint,Entire Loft Style 1BR Apartment in Greenpoint,Entire home/apt,159,3,56
22002827,11530808,Bedford-Stuyvesant,Cozy 3rd Floor Studio in the Heart of Bedstuy,Entire home/apt,60,2,0
22005115,82746113,Upper West Side,Two floor apartment near Central Park,Entire home/apt,135,5,145
22007011,160702123,Bushwick,Private room. Bushwick. 18 min train to NYC,Private room,50,1,0
22007950,49735439,Ridgewood,Bushwick/Brooklyn Charming Private Room,Private room,65,3,125
22008625,3147227,Bedford-Stuyvesant,Sunny bedroom on Bed-Stuy/Bushwick boarder,Private room,100,10,0
22008794,1230739,Bushwick,Beautiful Bright Room in Bushwick,Private room,35,14,0
22009072,6493857,Harlem,"Home in the Heart of Harlem, Express Subway Stop",Private room,69,2,0
22009620,160707142,East Flatbush,"Super Cute, Cozy, & Convenient...",Entire home/apt,85,2,149
22009898,41940272,Harlem,"Calm, quirky Harlem apartment Room 1",Private room,54,2,5
22010163,790872,East Harlem,Modern 2 bedroom apartment close to subway,Entire home/apt,120,1,0
22010257,3574922,Flatbush,"King-size bedroom, great location, next to park!",Private room,75,2,0
22010343,22365640,Woodside,Nice and cozy apartment! 15 mins from manhattan,Entire home/apt,100,2,0
22010459,41940272,Harlem,"Calm, Cozy 2 Bedroom Apartment",Entire home/apt,73,4,6
22010594,160726948,Kips Bay,Spacious Apartment with Work Space,Entire home/apt,94,30,155
22011027,2084074,Fort Greene,Fort Greene Loft,Entire home/apt,300,3,82
22011227,3872416,Bushwick,Bright Bedroom in Bushwick,Private room,65,6,0
22011311,97336460,Bushwick,"Modern, Cozy Apartment in the Heart of Bushwick!",Private room,100,1,0
22012650,2502124,Gramercy,East Village 1 bed in quiet neighbourhood,Entire home/apt,186,9,8
22013423,48356178,Long Island City,Fully Stocked 1-Bedroom in Astoria!,Entire home/apt,113,5,0
22013965,48655993,Elmhurst,Vintage,Private room,50,1,49
22014840,32093643,Roosevelt Island,Sunny Bedroom Only 1 Metro Stop to Manhattan,Private room,70,2,0
22015654,159571314,Nolita,The Nolita - A One Bedroom Apartment,Entire home/apt,325,2,0
22016391,43872938,Bushwick,Your own Loft/gallery in Bushwick!,Private room,49,4,0
22016473,29395562,Williamsburg,Big and bright STUDIO in E Williamsburg,Private room,85,3,5
22017344,160373219,Hell's Kitchen,Full Floor Penthouse Loft- 3BR 2 Bath Times Square,Entire home/apt,487,4,198
22017362,160660639,Carroll Gardens,Sunny Studio in Carroll Gardens!,Entire home/apt,49,1,141
22017432,9605757,Clinton Hill,"Beautiful, Spacious, and Zen Brooklyn dwelling",Entire home/apt,150,3,84
22017621,62706408,Washington Heights,"Dream Renovated Manhattan Apt, 5 stops to Midtown!",Entire home/apt,80,3,0
22017804,27105320,Crown Heights,Cozy Room in Crown Heights,Private room,35,7,0
22018219,25376759,Woodside,"Warmth in Woodside, New York",Entire home/apt,90,3,0
22018921,70235067,Washington Heights,Clean and simple Private Ensuite in Manhanttan,Private room,34,3,0
22019218,131476075,Bushwick,Relaxing large middle room,Private room,51,1,177
22019519,160792280,Midtown,Manhattan New York luxurious hotel,Entire home/apt,200,1,0
22019711,70338191,Washington Heights,Sunlit Private Room in Uptown Manhattan,Private room,45,2,3
22019912,13208109,Flatbush,Private Room in HOME w/Professionals,Private room,45,5,0
22020038,47414802,Harlem,"Captivating sunny studio, close to everything",Entire home/apt,115,20,282
22020298,131476075,Bushwick,Humongous 10 feet ceiling room,Private room,60,1,177
22020827,32237865,Harlem,Cosy 2-Bedroom in Bubbly Part of Manhattan,Entire home/apt,150,4,0
22020843,74179880,East New York,Smart NYC Access (3),Private room,33,3,305
22023444,7647511,Bedford-Stuyvesant,Luxury Studio Apartment,Entire home/apt,100,4,0
22026277,111188158,Midtown,Wyndham Midtown 45 in Manhatten for Christmas,Entire home/apt,200,5,0
22026647,34216298,Williamsburg,Duplex cozy Brooklyn,Entire home/apt,150,1,334
22026830,160847231,South Slope,Prime Park Slope on 14th Street,Entire home/apt,131,2,61
22027652,47598303,Astoria,"Sunny Astoria Bedroom (near LGA, and Astoria Park)",Private room,58,1,0
22028251,135944525,Harlem,Harlem Master bed and bath,Private room,45,1,0
22028307,46719,Park Slope,Gorgeous Bright Parlor Floor Thru,Entire home/apt,300,4,350
22028706,17879753,Williamsburg,"Bright, Beautiful and Quiet Condo w/Balcony",Entire home/apt,102,3,0
22028894,60291768,Elmhurst,20 mins to Manhattan. 7mins walk  2 subway.busesA,Entire home/apt,88,4,39
22029653,160862247,Astoria,Quiet Artsy Astoria Bedroom Available,Private room,57,5,0
22029995,6967723,Williamsburg,"Beautiful, bright apartment in prime Williamsburg",Entire home/apt,209,7,0
22030593,338921,Cobble Hill,Comfortable warehouse conversion loft. STUDIO,Entire home/apt,200,2,1
22030831,826567,Long Island City,Luxury 1 Bedroom APT - 1 stop to Manhattan!,Entire home/apt,120,3,0
22031003,70919459,Upper West Side,Private and clean room near Columbia University,Private room,60,5,0
22031456,160495098,Flatbush,Brooklyn City Home,Entire home/apt,58,2,0
22031539,983223,Midtown,Manhattan Club,Private room,200,2,0
22031683,4027689,Lower East Side,"Modern master bedroom, LES, 2mn to train",Private room,120,1,32
22031711,42051399,Harlem,"Large, beautiful fully furnished studio for sublet",Entire home/apt,128,30,89
22031905,9018136,Bushwick,"Sunny, Large Bushwick room - private ROOF TERRACE",Private room,60,2,0
22032210,67265708,Crown Heights,Sunny Brooklyn Brownstone,Private room,110,7,89
22032243,160892059,Midtown,Historical Midtown East Retreat - Steps to the U.N,Entire home/apt,145,5,173
22032605,160899890,Midwood,Spacious Attic Room,Private room,35,1,0
22032656,60981198,Bedford-Stuyvesant,Huge Bedroom 3rd # in a privately own brownstone,Private room,75,4,132
22033512,12337690,East Village,Quiet East Village Apartment for 3,Entire home/apt,300,7,0
22033927,160891716,Bedford-Stuyvesant,"Brooklyn Loft, 3bed, 2bath, 15 mins to Manhattan",Entire home/apt,325,2,14
22034112,38959084,East Harlem,Cozy Harlem Studio,Entire home/apt,200,4,0
22034977,148100571,Soundview,South Bronx Hideaway,Entire home/apt,50,1,0
22035070,77181668,Crown Heights,"Basic, convenient, private in Crown Heights",Entire home/apt,120,6,5
22035333,146449899,Flushing,*Memory foam mattress lovers//Netflix!!,Private room,53,1,151
22035507,20513673,Midtown,Tudor City,Entire home/apt,90,6,31
22037644,46972551,Upper West Side,Restorative haven in a great neighborhood,Entire home/apt,110,2,6
22037715,160940380,St. Albans,Cozy artistic 3 bedroom home 15-20mins from jfk,Entire home/apt,250,3,347
22041636,33588156,Williamsburg,Williamsburg Apartment by L Train,Private room,53,7,0
22042837,33201402,Mount Hope,Fully furnished COOL private room.,Private room,39,1,8
22043565,160991451,Upper West Side,Perfect UWS Prewar 1 bedroom apartment!,Entire home/apt,150,5,0
22043701,77145207,Bushwick,Cozy loft in Bushwick,Private room,65,1,0
22043923,13636138,Cobble Hill,Large Private Bedroom and Bath Near Shops & Parks,Private room,105,3,173
22044014,105341430,Upper West Side,Entire Studio Steps from Central Park,Entire home/apt,100,1,65
22044378,25325946,East Village,Trendy 1br apartment in the heart of East Village,Entire home/apt,175,2,0
