host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_id
Stephen,2,2017-06-25,0.08,1,118208750
Kyle,3,2017-11-05,0.11,1,12588825
Sahar,61,2019-06-22,2.14,3,118226205
Jing,9,2019-06-22,0.35,1,1397707
Lin,65,2019-06-09,2.38,1,4173425
Fiz,32,2018-06-10,1.15,1,109773614
Nina,12,2017-08-14,0.42,1,2522596
Sophie,75,2019-07-01,2.7,1,33116792
Kelly,33,2019-06-24,1.19,1,1377444
Dalal,0,,,1,49166783
Eric,5,2019-06-06,0.21,1,118276455
Anna,134,2019-06-07,4.69,2,12302104
Michael,3,2017-05-28,0.11,1,3637890
Mauro,3,2017-03-27,0.11,1,5684780
Jonathan,116,2019-01-28,4.09,1,86108833
Jose,19,2019-05-31,0.72,6,118378908
Lawrence,93,2019-07-05,4.16,1,4035291
Mackenzie,2,2017-03-14,0.07,1,118341133
Sarah,82,2019-05-05,2.95,1,2861103
Sarah,14,2018-07-14,0.49,1,118394855
Jairo,51,2019-06-30,1.9,1,118400082
Christina,17,2018-10-08,1.11,1,52129673
Haifa,3,2019-05-01,0.21,2,1730026
Erroyl,75,2019-06-23,2.66,1,105315839
Pablo,0,,,1,115227524
Samuel,0,,,1,83351115
Karen,0,,,1,24037775
Austin,0,,,1,118430352
Maria,37,2019-06-02,1.39,1,7275333
Matt,115,2019-07-07,4.26,2,8435480
John,34,2019-07-05,2.95,1,775409
Pilar,2,2017-08-13,0.08,1,118539035
Gabriele,0,,,3,27522582
Ken,7,2017-12-29,0.27,1,118554120
Betina,71,2019-06-15,2.54,1,11968765
Lou,37,2019-06-24,1.29,1,90215210
Franc,0,,,1,15864671
Iris,37,2018-04-22,1.3,4,47735494
Jill,16,2018-08-25,0.57,1,118547015
Eileen,65,2019-06-20,2.3,1,114093125
Steven,18,2017-07-31,0.63,1,1923413
Dena,6,2017-07-24,0.23,1,46599828
Ahmed,4,2019-04-11,0.42,1,37519641
Avon,68,2019-07-01,3.5,1,87889145
Shirley,27,2019-06-24,1.25,2,16356565
Grace,2,2017-06-04,0.08,1,11620529
Jackson,0,,,1,53759518
Rebecca,0,,,1,1647256
Alexandra,27,2019-06-30,0.95,1,32788186
Gaël-Etienne,22,2018-09-09,0.78,1,57050977
Ian,1,2017-08-31,0.04,1,11427289
Jamiel,73,2019-06-23,2.75,1,971418
Diane,27,2019-06-30,1.0,1,118727691
Sharon And Dave,70,2019-07-01,2.58,1,10896859
Alonso,67,2019-01-20,2.45,1,118745519
Kian,42,2019-06-02,1.58,3,96479013
Yaodong,5,2017-04-30,0.17,1,118753490
Sergio,7,2019-03-19,0.26,2,1273890
Hao,7,2018-11-03,0.4,1,114104868
Mike,76,2019-06-15,2.69,1,114463720
Telisha,0,,,1,101672721
Daniel,2,2017-04-11,0.07,1,25227079
Cameron & Dione,28,2019-06-09,1.0,2,118695056
Ruishu,1,2019-04-20,0.37,1,15730200
Zack,2,2017-05-29,0.08,1,13137787
Sharron And Lenny,10,2018-07-05,0.36,1,2054816
Evolve,1,2017-08-20,0.04,1,48618586
Evan & Erika,131,2019-07-05,5.23,1,118839909
Brenton,7,2018-09-18,0.27,1,8753629
Danielle,9,2017-10-15,0.32,2,117385673
Nicholas,26,2018-12-28,0.91,3,855079
Serena,75,2019-07-06,3.07,2,105225699
Ana,19,2018-01-04,0.73,1,78254013
Dmitri,10,2018-12-09,0.39,1,22607793
Ye,0,,,1,118913632
Imad,154,2019-07-01,5.42,1,27624941
Sanna,0,,,1,10348014
James,0,,,1,18037301
Niko,3,2017-07-01,0.11,1,21369808
Melissa,4,2018-06-12,0.16,1,7188712
Olga,24,2019-06-23,0.85,1,7070648
Cameron,21,2019-06-14,0.76,1,1704042
Megan,0,,,1,2063421
Blair,1,2017-03-22,0.04,1,6811053
Andrew,6,2017-07-20,0.22,1,40935862
Steven,15,2019-06-09,3.17,1,13848780
Renee,0,,,1,71126864
Amelia,3,2017-04-12,0.11,1,7976263
Mohamed,118,2019-01-03,4.21,2,94100043
Nance,62,2019-06-19,2.19,1,119027851
Ebada,4,2019-06-18,1.9,3,119029523
Reggie,9,2018-06-17,0.33,1,15266675
Laura,2,2017-04-08,0.07,1,118870308
Anelcia Carolle,97,2019-07-03,3.68,1,117035626
Sneha,3,2017-03-18,0.11,1,118270996
Chris,73,2019-07-02,2.64,1,119125703
Kathleen,136,2019-07-07,4.81,1,76840423
Christy,7,2019-01-03,0.36,1,5817532
Orin,15,2018-12-31,0.54,1,33955029
Louizos Alexandros,12,2017-11-01,0.42,1,3650456
Nicole,21,2019-04-28,0.75,1,5524401
Kilian,6,2017-12-31,0.22,1,1659170
Gregor,16,2019-06-07,0.59,1,43685722
Maya,17,2018-05-13,0.97,1,119173203
Diana,0,,,1,15219324
Sharon,1,2017-04-01,0.04,1,119190733
Jing,0,,,1,66519807
Yuedi,0,,,1,117851567
Edith,25,2019-05-19,0.88,1,14759473
Henrik,11,2019-01-17,0.39,1,3095778
Yolanda,3,2019-06-05,0.27,1,42555896
Analisa,16,2019-06-02,0.65,1,6335895
James,0,,,1,36578169
Alex,3,2017-03-26,0.11,1,1794149
Michael,0,,,1,24580054
Brittney,19,2019-07-02,0.7,1,331658
Julie,12,2019-06-19,0.44,2,1750299
Jill & Kerry,132,2019-07-04,5.17,1,117263759
Max,1,2017-03-21,0.04,1,51752603
Jim,2,2017-03-24,0.07,2,119466544
Yvonne,347,2019-07-06,13.48,3,55125246
Ryan,0,,,1,119483929
Emma,10,2017-05-05,0.36,1,64610450
Laura And Robert,9,2018-02-24,0.42,1,35529867
Leyla,0,,,1,4844209
Anna,24,2019-07-01,0.9,1,86602555
Jillian,3,2017-03-16,0.11,1,99245631
Anna,119,2019-07-01,4.2,4,119523037
Steven,113,2019-07-03,4.04,2,119548006
Pioneer,11,2019-06-17,0.47,1,5800161
Emmie,45,2019-05-19,1.62,2,100106209
Chendi,0,,,1,975819
Harry,6,2017-05-20,0.21,1,16064049
Lisa,15,2019-05-28,0.56,1,119623927
Vlad,60,2019-06-25,2.3,1,5925984
Madeline,12,2019-01-01,0.5,1,54861276
Noor,11,2018-06-24,0.4,1,119634559
Julio,26,2019-06-24,0.93,4,119155499
Domenica,3,2017-06-09,0.11,1,90731801
Alvin,77,2019-06-24,2.97,1,119669258
Marcus,0,,,1,119667654
Kevin,336,2019-07-05,11.91,2,119592255
Luis,102,2019-06-24,3.66,3,59262205
Catherine,4,2018-04-07,0.15,1,1522383
Carmen,146,2019-06-24,5.28,1,119706589
Olivera,6,2018-09-08,0.22,1,13561853
Julian,61,2018-08-03,2.21,1,119779683
Jonathan,66,2019-06-03,2.35,1,10015020
Sam,3,2017-09-17,0.11,1,95921812
Marta,62,2019-06-20,2.27,1,88326259
Jae,15,2018-06-10,0.62,1,19289048
Steve Kings,68,2019-07-05,2.47,1,100656374
Cat,12,2017-09-25,0.43,1,92294213
Samira,0,,,1,6978404
Mo,38,2018-06-17,1.34,1,8314232
Hallie,2,2017-03-29,0.07,1,79882333
Albertina,10,2019-05-28,0.37,1,54637605
Tina,2,2018-03-25,0.07,1,33510
Miranda,9,2017-07-30,0.32,1,44582082
Arturo,4,2017-03-19,0.14,1,119930068
Dina,90,2019-06-18,3.21,1,99242527
Martine,3,2017-09-20,0.11,1,16261195
Colette,3,2017-03-27,0.11,1,119941037
Francesca,0,,,1,7501534
Melissa,5,2017-12-30,0.18,1,119959551
Erik,86,2019-07-01,3.14,1,119967955
Jackie,3,2017-12-16,0.16,1,44709817
Jeremiah,0,,,1,2412748
Luna,22,2019-05-24,0.87,1,836353
Ebony,25,2019-06-30,1.78,1,103361884
Arthur,67,2019-07-01,2.58,1,120082555
Cristina,9,2019-04-25,0.91,1,9683962
Petra,36,2018-06-27,1.28,1,23192585
Russell,58,2019-06-10,2.08,2,38593087
Christine,40,2019-06-23,1.51,5,116746802
Lunara,17,2019-06-09,0.61,1,105372357
Dalva,0,,,1,120137482
Anna,0,,,2,34745360
Emma,16,2017-10-21,0.57,3,13416818
Vii,0,,,1,45671454
Max,49,2019-05-23,1.81,3,13860679
Sonia,239,2019-06-29,8.58,2,119987770
Linelle,76,2019-06-27,2.84,1,18660750
Paul,4,2017-08-15,0.14,1,120245256
Diana,21,2019-07-01,0.74,2,120250860
Nyls,4,2019-05-29,0.16,1,120256797
Luci,0,,,1,120261070
Austin,3,2018-04-09,0.11,1,8784337
Natasha,15,2018-01-01,0.55,1,42727726
Elle,38,2019-06-10,1.4,1,43907907
Harry,81,2019-03-05,2.96,2,110081618
Jamal,104,2019-06-12,3.69,1,112814443
Isaiah,0,,,1,57862648
Zhoe,95,2019-07-01,3.65,1,18217011
Mariam,12,2019-03-27,0.44,1,2263722
Shireen,0,,,1,51594665
Stanley,22,2019-06-15,0.85,1,120393659
Suzanne,1,2018-07-30,0.09,1,56840569
Vinz,59,2018-09-01,2.11,1,3811546
Ceylan,2,2018-01-04,0.08,1,22019825
Michael,1,2018-01-02,0.05,1,9028424
Mark,76,2019-06-24,2.8,1,11392003
Ashley,2,2017-04-18,0.07,1,97266110
Simone,161,2019-07-02,5.74,3,117195769
Andrea,72,2019-06-25,2.59,1,54677014
Malik,2,2017-04-18,0.07,1,1721381
Fattie,0,,,2,119737270
Marine,77,2018-12-17,2.79,1,19884477
Ginevra,12,2019-05-30,0.43,1,25054395
Scott,7,2018-01-26,0.26,1,119829743
Nicholas,42,2018-12-07,1.55,1,120456470
Michael,8,2019-06-12,1.1,1,6274742
Leo,104,2019-06-11,3.74,9,79105834
Dmitry,12,2018-12-30,1.26,2,58953152
Erin,76,2019-06-20,2.75,1,64401976
Tyler,12,2017-05-28,0.43,1,6198824
Grace,19,2019-07-05,0.68,1,14768609
Genee,5,2017-11-15,0.18,1,120570941
Kate,9,2019-04-09,0.33,1,120577730
David,0,,,1,120577640
Nick,16,2018-08-29,0.62,4,10714931
Angelica And Prescott,56,2019-06-24,2.01,1,11524572
James,0,,,1,120599606
Gio,120,2019-06-30,4.28,4,10661558
Vladimir,34,2019-06-25,1.33,1,26177358
Tomas,3,2018-10-21,0.11,1,18481424
Mike,35,2019-04-09,1.25,1,387844
Sara,140,2019-06-30,5.0,1,28573
Mike,9,2018-09-29,0.33,1,43098504
Cara,51,2018-06-28,1.83,1,73756811
Kelly,2,2018-09-25,0.07,1,40031815
Autumn,6,2018-08-28,0.21,1,53972872
Atherly,45,2019-06-30,1.64,1,120761466
Joe,1,2018-09-17,0.1,1,26980460
Shelley,6,2019-03-31,0.22,1,84548731
Mara,0,,,1,4812440
Christina,1,2018-04-14,0.07,1,7854459
Jimmy &Cindy,129,2019-06-23,4.63,10,120767920
Mathew,4,2017-05-12,0.14,1,4933848
Albert,2,2017-05-28,0.08,1,89197711
Petra,66,2019-06-28,2.42,1,29055402
Andrew,0,,,1,45387487
Alexi,26,2018-10-21,0.94,1,95306427
Bob,83,2019-06-30,3.01,1,62641345
Zoe,8,2017-04-30,0.28,1,4135793
Michelle Curran,25,2019-06-16,0.95,1,120890372
Farah,0,,,1,41847916
Em,22,2019-06-23,0.78,1,9263625
Yoko,40,2019-06-23,1.46,1,120906593
Crystal,0,,,1,120906241
Svetlana,46,2019-07-02,1.68,1,120725189
Lola,8,2019-01-02,0.3,1,25651976
Kevin,45,2019-06-09,1.62,3,4204783
Kevin,20,2019-06-29,0.84,1,9215977
Thuy,27,2019-06-01,1.81,1,43045034
Arthur,3,2017-08-07,0.12,1,120989542
Christine & Einstein,59,2019-05-17,2.1,1,6166708
Brooklyn,49,2018-07-15,1.76,1,14746465
Federico,18,2018-11-04,0.64,1,16721721
Nikolas,11,2019-06-17,3.24,1,25196982
Caressa,0,,,1,121096858
Alexandra,46,2019-06-25,1.69,2,611109
Sean,98,2019-06-27,3.53,1,121109701
Kara,25,2019-06-11,0.96,1,19222653
Ashek,2,2017-04-02,0.07,1,20926711
Mabel,1,2017-05-08,0.04,1,65068375
Beth,1,2017-09-24,0.05,1,121141615
Sasha,19,2017-06-24,0.69,2,7050126
Kathleen,11,2018-07-29,0.41,1,121185129
Isaiah,5,2017-06-18,0.18,1,32012247
Lindsay,35,2019-06-23,1.56,1,17041154
Julia,0,,,1,19824881
Luca,2,2017-08-20,0.08,1,1898704
JoAnn,6,2019-04-23,0.95,1,120381434
Todd,1,2017-03-24,0.04,1,121244117
Mark,117,2019-07-01,4.31,3,1715301
Roxanne,4,2017-04-16,0.14,1,120951063
Chelsea,1,2019-03-16,0.26,1,46504226
Masha,18,2018-04-28,0.87,1,4223227
Ketty,54,2018-09-24,2.06,1,48331309
Michael,3,2017-04-28,0.11,1,121352443
Lucia,161,2019-06-23,5.78,2,45006492
Norberto & Lana,41,2019-07-03,2.18,1,29546670
Corinne,8,2018-07-24,0.35,1,20378750
Kathy,7,2017-08-21,0.25,1,121359320
Sophie,0,,,1,38772311
Luke & Madia,73,2019-06-21,2.61,3,121130063
Deloris,325,2019-06-12,11.72,2,121391142
Molly,2,2017-05-25,0.07,1,120567010
Olzhas,181,2019-07-06,6.65,1,43052484
Carrie,55,2018-09-07,2.02,1,18140569
Elizanda,0,,,1,121429669
Juhea,1,2017-05-12,0.04,1,945880
Marco,0,,,1,3682941
Rosemary,3,2019-06-27,1.14,3,116754031
Rosemarie,47,2019-07-03,2.54,1,49651890
Erica,31,2019-07-01,1.11,1,5121858
Daniel,102,2019-04-15,3.66,2,57643057
Andreas,61,2019-06-16,2.36,1,16302498
Michael,0,,,1,28876335
Kerstin,14,2018-05-17,0.55,1,73610315
Diamond,2,2018-01-01,0.09,1,106046570
Jenna,5,2018-10-25,0.18,1,3803423
Christianne,8,2019-05-27,0.36,1,121574038
Ari,0,,,1,121585653
Luz,108,2019-06-30,3.91,1,100812175
Kelli,89,2019-06-21,3.72,1,70543663
Nico,51,2019-06-28,1.87,1,29952340
Maura,20,2018-10-15,0.78,4,121612198
Natasha,8,2018-06-16,0.3,1,85218001
Alejo,1,2017-04-07,0.04,1,1872051
Lida,0,,,2,1495021
TaSh,21,2018-09-23,0.77,1,76534284
E,32,2019-06-13,1.17,1,96735804
Lauren,22,2019-07-02,0.81,1,54850437
John,130,2019-07-05,4.8,1,6430476
Danielle,4,2019-05-19,0.3,1,15400695
Carissa,0,,,1,9127398
Cinthya,85,2019-05-26,3.06,1,95785961
Sandra,47,2019-06-23,1.76,1,121802962
Ludvig,4,2017-11-11,0.18,1,20846509
Amandine,0,,,1,29510483
Krysia,5,2018-09-02,0.19,2,102763353
Sean,1,2017-05-13,0.04,1,30381715
Carri,5,2017-05-30,0.18,1,48243500
Matthew,9,2017-04-30,0.32,1,5626253
Karly,5,2017-08-14,0.2,2,105018962
Jason,10,2017-09-27,0.37,1,81141009
Kate,6,2019-07-06,0.26,1,22659263
Gabriel,2,2018-03-05,0.08,1,11136995
Marcy,9,2018-07-02,0.44,1,46506241
Lene,0,,,1,122012905
Shah Memo,8,2019-06-23,0.29,3,122026078
Markus,4,2018-08-13,0.16,1,122028274
Jaime,2,2017-04-21,0.07,1,122032246
Florent,8,2019-06-09,0.31,1,122038353
Yerddy,116,2019-06-22,4.35,2,122044895
Assane,6,2018-10-28,0.33,2,68228552
Tonie,0,,,2,122044489
Ronnie,11,2019-04-21,0.42,1,112335936
John,26,2019-05-27,0.95,1,101127101
Matthew,107,2019-06-23,3.95,1,22456949
Martha,19,2017-06-12,0.71,1,122079426
Phil,12,2018-02-02,0.44,1,121620125
Terry,70,2019-06-15,2.65,1,31451454
Adam,2,2018-05-07,0.14,1,9871522
Anselmo,36,2019-06-30,3.17,1,122118705
Jeanette,3,2017-08-28,0.11,1,12117418
Viona,3,2017-10-01,0.11,1,57651976
Duryea,0,,,1,6945333
Narina,80,2019-06-24,2.92,2,53978622
Elana,3,2018-08-12,0.12,1,2065971
Anastasia,5,2018-11-16,0.19,1,25502436
Divina,2,2018-01-07,0.07,1,7573472
Heidi,108,2019-07-01,3.92,1,10914834
Ana,0,,,1,41069190
Janessa,13,2019-05-23,0.52,1,47591528
Daniela,8,2019-06-21,1.28,1,451032
Sonia,4,2019-07-06,0.36,1,4059918
Low,14,2018-07-28,0.5,2,5828830
Eve,22,2019-06-17,0.96,2,122283834
Ali,2,2019-02-17,0.4,1,22089863
Terry,10,2018-12-22,0.42,1,30494797
Christopher,81,2018-04-21,2.93,1,122372251
Miranda,84,2019-07-05,3.04,2,56076854
Katharine,6,2017-09-20,0.22,1,47054725
Pablo,119,2019-06-17,4.33,1,122419373
Zain,11,2019-01-01,0.52,4,9808458
Calia,3,2017-04-19,0.11,1,59654765
Maria,7,2019-01-02,0.26,1,17232044
Randy,59,2019-06-25,2.21,1,122442440
Layla,10,2019-05-18,1.06,2,2581995
Jacqueline,59,2019-07-04,2.4,2,17859338
Dorothy,71,2019-06-21,2.67,1,122513490
Boris,0,,,1,17739345
Saori,3,2017-04-10,0.11,2,55981584
Aaron,0,,,2,25753120
Trevor,23,2019-06-24,2.15,1,14991730
Laura,0,,,1,39832770
Brian,1,2017-05-13,0.04,1,10838291
Lynda,1,2018-08-02,0.09,1,26821811
Giani,7,2019-06-30,0.99,1,92561578
Sean,43,2019-06-09,1.57,1,94382194
Anabella,3,2017-04-21,0.11,1,122650568
Christina,5,2017-05-01,0.18,1,8748472
Sam,216,2019-07-01,8.07,1,122679380
Martha,0,,,1,12194903
Sofia,4,2018-05-21,0.15,2,8288491
Cari,45,2019-06-13,1.66,1,4253817
Karl,28,2019-06-04,1.06,1,122714664
Paul,37,2019-06-23,1.44,1,6899124
Peter,115,2019-06-17,4.18,1,122722874
Kristen,9,2019-07-05,0.47,1,23377863
Maxyne,3,2018-05-08,0.12,1,5502239
Lily,13,2018-09-23,0.49,1,4601948
Irving,26,2018-07-22,1.04,2,80508435
Duncan,8,2018-11-25,0.31,1,8894559
Elsa,2,2019-06-11,1.58,1,14135981
Ann,0,,,1,47056437
Hind,26,2019-07-04,2.7,1,122884945
Gf,13,2018-04-07,0.48,3,122498535
Lynn,123,2019-06-22,4.54,1,122924398
Cannon,39,2019-06-29,1.43,1,28588488
Susan,7,2019-06-16,0.46,1,2587680
Moran& Ori,12,2019-01-04,0.44,1,24258807
Kathleen,96,2019-06-22,3.7,1,96841679
Julia,100,2019-06-16,3.67,1,55199493
Tom,6,2018-06-12,0.22,1,92277042
Carolyn,84,2019-07-06,5.35,2,61875246
Yaakov,11,2019-04-24,0.42,2,44951851
Sophia,24,2019-06-25,0.98,1,24383863
Jessica,23,2018-11-05,0.85,1,121841485
Tom,0,,,1,122922752
Emch,6,2019-06-30,0.23,1,3463177
Lhea,6,2018-09-21,0.22,1,84979306
Mariann,2,2017-05-08,0.07,1,123102489
Moza,10,2017-09-02,0.4,1,10744966
Taher,15,2019-06-19,0.55,1,1883931
Dee,16,2018-03-31,0.58,1,110872398
Nate,69,2019-07-05,2.86,4,112901574
Katie,0,,,1,62685070
Felecia,11,2018-12-01,0.42,1,4112547
David,0,,,1,2372486
Joana,34,2019-06-03,1.26,1,123233613
Joseph,45,2019-06-16,1.65,1,123048179
Beatrice,20,2018-10-14,0.85,1,123271654
Brodii,27,2018-10-29,1.11,1,36232508
Ei,3,2018-10-30,0.11,1,123307264
Saba,29,2019-05-11,1.05,1,23981711
Elaina,1,2017-12-28,0.05,1,24010376
Tsotne (Tut),54,2019-05-19,2.05,4,42093468
Ethan,90,2019-07-03,3.25,1,11478291
Judith,1,2018-05-12,0.07,3,231704
Shiva,15,2019-05-28,0.55,1,123458466
Eloise,3,2017-06-28,0.11,1,11259589
Andrea,67,2019-06-19,2.47,3,123483050
Nikita,0,,,1,63772058
Ni,0,,,1,70619358
Jennifer,2,2017-04-15,0.07,1,84497333
Marian,1,2017-06-16,0.04,1,12390595
Nancy,33,2019-06-26,1.21,3,23354644
Seana,76,2019-07-01,3.04,1,123518076
Xavier,53,2019-06-23,1.92,1,95286194
Sean,106,2019-06-22,5.58,2,123567556
Marina,0,,,2,4296251
Evelyn,82,2019-06-17,3.01,2,123580100
Ahmad,2,2017-04-24,0.07,1,12388182
David,177,2019-06-24,7.12,1,74282739
Ezel,17,2019-06-09,0.63,1,116408324
Guillermo,86,2019-06-23,3.41,1,123407715
Ani,4,2019-06-13,0.17,1,123690850
Connor,2,2018-01-02,0.08,1,10549792
Careen,76,2019-06-24,2.78,2,109854433
Mike,1,2019-04-17,0.36,1,766182
Eugene,0,,,1,32806463
Matthew,4,2017-08-27,0.15,1,91261577
Tarik,5,2018-12-30,0.2,1,886646
Nicolas,30,2019-05-22,1.1,1,106232698
Maimi,2,2017-04-17,0.07,2,73228035
Karly,9,2018-10-07,0.33,1,82933489
Natalia,23,2019-06-02,0.85,1,123818434
Zheng,41,2019-07-01,1.53,2,123646786
Jaye,49,2019-06-17,1.86,3,25036260
June,11,2019-06-08,0.41,1,23390186
Sara,8,2019-02-22,0.31,1,96669597
Flo,102,2019-06-20,3.75,1,103995602
Spencer,4,2017-11-19,0.16,1,123894644
Rachel,77,2019-06-05,2.92,3,63749946
Hiroshi & Yukari,50,2019-06-30,1.85,1,123920566
Hannah,7,2017-12-29,0.26,2,36457711
Eva,87,2019-07-06,3.19,1,24594555
Petra,55,2019-06-25,2.07,1,123953691
Ella,2,2017-08-26,0.08,1,22284124
Emily,76,2019-06-23,2.89,1,47536613
Javier & Alejandra,0,,,1,96718265
Matthew,105,2019-07-01,3.87,1,4857042
Beebe,134,2019-06-21,4.93,2,15185649
Kathy,0,,,1,123968750
Alex,12,2017-10-07,0.44,2,101736132
Zach,1,2017-07-02,0.04,2,6752799
Steven-Jon,17,2018-10-21,0.72,1,4435816
Raquel,73,2019-06-16,2.69,1,124082275
Mary,4,2017-05-07,0.15,1,124106675
Camilo,18,2018-08-16,0.65,1,42287744
Viviana,48,2019-06-08,1.8,9,59156312
Brittany,0,,,1,96560825
Marlene,111,2019-06-18,4.12,2,124142417
Leigh,1,2017-04-28,0.04,1,100345999
Brendan,4,2019-05-28,1.82,1,35292326
Alan,1,2017-05-21,0.04,1,15651644
Minchul,0,,,1,51926018
Benjamin,20,2019-06-07,0.74,1,124218492
Anne Marie,1,2017-08-12,0.04,1,10621137
Alissa,0,,,1,2675644
Emmanuel,95,2019-06-17,3.51,2,271799
Heather,16,2019-06-25,0.65,1,3167806
Laura,1,2017-08-12,0.04,1,28642031
Alexander,12,2019-06-30,0.46,1,138243
David,0,,,1,5235811
Ivan,8,2017-06-04,0.29,1,27159049
M&A New York,21,2019-05-20,0.78,1,20691482
Umut Can,36,2018-09-11,1.37,1,85316652
Terence,3,2017-06-11,0.11,1,50366453
Efrain,1,2017-12-05,0.05,1,4191725
Stelios,16,2019-02-18,0.59,1,23944472
Sonia,26,2019-01-01,1.38,1,91184602
Deep,22,2017-09-22,0.81,1,17707106
Jackie,0,,,1,113534805
Ilija,0,,,1,69572951
Martha Cristina,11,2019-06-02,0.81,1,512101
Charles,129,2019-06-21,4.7,3,43352661
Britt,52,2019-07-07,1.94,1,1753130
Laura,20,2019-04-15,0.74,2,24467449
Lyndsay,1,2018-01-02,0.05,1,35163646
Geoffrey,96,2019-06-22,3.59,1,121093001
Cindy,12,2017-11-26,0.44,1,52711374
Juan Felipe,2,2017-08-04,0.08,1,62680545
Jamie,0,,,1,4004425
Lorenzo & Alex,9,2019-05-23,0.36,4,3788839
Carlton,0,,,1,124486054
Philip,134,2019-06-22,5.12,1,124491152
Frank,1,2017-12-19,0.05,1,124550001
Eric,32,2019-06-27,1.38,2,124554019
Yoav,17,2019-06-30,0.65,1,5735174
Ruth,86,2019-06-30,3.17,1,124580765
Jaime,0,,,1,10472095
Kassandra,2,2017-04-24,0.07,1,60786164
Ben,0,,,1,686339
Miguel,93,2019-06-21,3.5,2,124593127
Julia,5,2019-07-06,0.21,1,16307239
Joanna,4,2019-01-23,0.21,1,121274
Farhan,138,2019-06-23,6.92,3,70774951
Thulinh,0,,,1,3632170
Ted & Tony,12,2019-06-14,0.46,1,124702572
Brandon,18,2019-06-12,0.7,1,5479861
Niji,4,2018-06-04,0.15,1,7370191
Dani,93,2019-06-21,3.49,1,124740003
Marina,2,2017-06-27,0.08,1,124741583
Mark,80,2019-07-02,3.0,3,124743046
Chris,17,2019-01-12,0.66,1,5168429
Lucy,3,2017-08-14,0.11,1,9193506
Ernesto,113,2019-06-17,4.15,2,9630989
Tia,8,2019-05-25,0.43,1,16970101
Manisha,8,2019-01-03,0.3,1,24594940
Yoni,3,2017-04-25,0.11,1,6473469
Jim&Lisa,130,2019-07-07,4.79,6,124860677
Vadim,60,2019-07-03,2.21,3,9909635
Soraya,71,2019-06-23,2.81,2,1460313
Tom,2,2018-08-22,0.08,1,124886133
Jay,3,2017-10-15,0.11,1,71540662
Kristin,0,,,1,54058956
Fania,7,2018-01-02,0.26,1,124898889
Cristine,47,2019-06-28,1.77,1,3084731
Kevin,3,2017-04-22,0.11,1,124999506
Kat,60,2019-01-01,2.22,1,1746238
Nichole,0,,,1,8740662
Frank,14,2017-08-07,0.52,1,17643263
Julien,45,2018-08-06,1.82,1,3988482
Sarah,10,2019-01-31,0.39,1,5736671
Denise,14,2019-05-28,0.53,1,32166735
DyAnna,1,2017-05-02,0.04,1,69860334
Eric,3,2017-04-17,0.11,1,54098346
Rose,58,2019-06-23,2.17,1,3639678
Stefan,2,2017-04-30,0.07,1,2960920
Aaron,6,2018-07-03,0.22,1,109855383
Carolin,1,2017-06-02,0.04,1,17520527
Alexander,0,,,1,125204273
Alessia,18,2019-03-27,0.67,1,10695335
Meredith,0,,,1,10121204
Shireen,1,2017-04-23,0.04,1,6950091
Theodore,81,2019-06-20,2.98,1,23187808
Haldun,4,2018-01-01,0.15,1,4240419
Amy,0,,,1,98040412
Antong,3,2017-06-29,0.11,1,75810157
Ana,2,2017-08-30,0.07,1,38041322
Janu,65,2019-06-03,2.44,3,274333
David,4,2018-11-27,0.3,1,9147284
Sata,5,2018-10-07,0.27,5,125320407
Jessica,20,2019-06-30,0.74,1,2834168
Nicole,0,,,1,40929418
Joanna,5,2017-10-23,0.19,1,117840007
Jamaul,111,2019-07-07,4.53,1,116723158
Christian,7,2018-07-23,0.26,2,125398274
Erin,35,2019-06-14,1.29,2,187912
Will,4,2017-08-07,0.16,2,26996515
Julia,1,2018-10-03,0.11,1,7598580
Dave,0,,,1,501891
Dan,0,,,1,3749703
Doa,5,2019-04-02,0.18,1,9563971
Shay & Cam,52,2019-04-16,1.95,1,27403581
Melissa,7,2019-06-10,0.34,1,62639334
Sarah,4,2018-05-20,0.23,1,28929752
Skender,45,2019-06-19,1.66,1,28483768
Ann,22,2017-10-08,0.82,1,71138930
Gabriele,11,2019-07-03,0.41,1,125542850
Stefan,26,2019-07-02,0.96,1,125558761
Gene,0,,,1,125567809
Kim,12,2017-10-01,0.44,1,125565839
Monica,81,2019-06-09,2.99,1,54289696
Shakira,13,2017-10-02,0.48,1,9945748
Diana,5,2019-05-17,0.64,1,7433941
Kate,2,2018-10-21,0.09,1,5378851
Aditi,10,2019-03-21,0.38,1,3859890
Ada,7,2019-01-17,0.27,2,125557444
Horatio,6,2018-05-31,0.22,1,10127519
Jesse,15,2019-06-29,0.64,2,16091224
B,91,2019-06-26,3.44,2,48205496
Jeremy,16,2017-11-15,0.71,1,649374
Sean,33,2019-06-09,1.25,1,1448674
Tee,6,2017-08-04,0.25,1,125687221
Nina,68,2018-10-29,2.62,1,43200701
Elena,8,2019-04-19,0.3,2,2208374
Ma,14,2017-05-27,0.52,1,35525179
Mark,0,,,1,76114242
Lawson,3,2018-12-18,0.19,1,125717450
Alejandra,3,2017-07-13,0.11,2,6726364
Akil,19,2018-08-20,0.81,1,125746559
Sheba,106,2019-07-02,4.29,2,41874064
Mustafa,2,2017-05-18,0.08,1,27966322
Liliana,6,2019-06-19,0.32,1,125821659
